"finished","consent","academic_yes_no","research_yes_no","gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_workload_5","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","attention_2","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","open_time","anonym_id","attention"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","Non-STEM","This year","More than 10 years","","Sometimes","Never","Never","Never","Strongly disagree","Strongly disagree","Disagree","Disagree","Strongly agree","Agree","Neither agree nor disagree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Sometimes","Rarely","Rarely","Often","Rarely","Always","Rarely","Rarely","Sometimes","Always","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Often","Often","Often","Always","Always","Always","Strongly agree","Neither agree nor disagree","Slightly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Slightly disagree","Strongly disagree","Satisfied","Satisfied","Dissatisfied","Slightly dissatisfied","Satisfied","Slightly satisfied","Agree",75,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",76,"Failed"
TRUE,TRUE,TRUE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",77,"Failed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","This year","More than 10 years","","Rarely","Rarely","Never","Sometimes","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Often","Often","Always","Never","Rarely","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Often","Strongly disagree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Rarely","Sometimes","Rarely","Rarely","Often","Often","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Agree",78,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Rarely","Rarely","Rarely","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Sometimes","Rarely","Rarely","Often","Rarely","Always","Always","Rarely","Always","Often","Rarely","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Always","Always","Often","Always","Always","Always","Often","Often","Agree","Agree","Agree","Agree","Disagree","Agree","Slightly agree","Slightly disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Satisfied","Agree",79,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","This does not apply to me","Non-STEM","This year","6-10 years","","Rarely","Never","Rarely","Rarely","Neither agree nor disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Disagree","Strongly agree","Agree","Agree","Strongly agree","Agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Strongly disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Rarely","Often","Often","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Often","Often","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Often","Often","Slightly disagree","Disagree","Slightly disagree","Agree","Slightly agree","Neither agree nor disagree","Agree","Slightly disagree","Disagree","Disagree","Disagree","Slightly disagree","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied","Agree",80,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","PhD student","Non-STEM","This year","1-5 years","3-4 articles","Sometimes","Rarely","Never","Sometimes","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Often","Often","Often","Often","Rarely","Always","Always","Always","Always","Always","Always","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Often","Always","Sometimes","Often","Often","Sometimes","Slightly agree","Disagree","Slightly disagree","Slightly disagree","Slightly agree","Disagree","Slightly disagree","Disagree","Slightly agree","Agree","Slightly agree","Slightly disagree","Slightly dissatisfied","Slightly satisfied","Slightly dissatisfied","Slightly satisfied","Slightly dissatisfied","Dissatisfied","Agree",81,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",82,"Failed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",83,"Failed"
TRUE,FALSE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",84,"Failed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",85,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","Non-STEM","This year","6-10 years","","Sometimes","Sometimes","Often","Often","Neither agree nor disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Rarely","Rarely","Rarely","Sometimes","Rarely","Often","Sometimes","Sometimes","Sometimes","Often","Often","Often","Often","Often","Strongly agree","Completely acceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Always","Always","Often","Always","Always","Always","Always","Always","Agree","Slightly agree","Disagree","Slightly disagree","Agree","Slightly agree","Strongly agree","Slightly disagree","Strongly disagree","Disagree","Slightly disagree","Strongly disagree","Slightly satisfied","Slightly satisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly satisfied","Slightly satisfied","Disagree",86,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Rarely","Rarely","Rarely","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Rarely","Rarely","Rarely","Often","Rarely","Often","Sometimes","Sometimes","Often","Often","Rarely","Sometimes","Often","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Often","Often","Often","Often","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",87,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","Non-STEM","This year","6-10 years","","Never","Never","Rarely","Rarely","Disagree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Always","Always","Always","Never","Rarely","Always","Always","Rarely","Always","Always","Always","Often","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Always","Always","Always","Often","Often","Agree","Disagree","Strongly agree","Slightly disagree","Slightly agree","Slightly disagree","Strongly agree","Disagree","Agree","Agree","Slightly disagree","Strongly disagree","Very dissatisfied","Dissatisfied","Very dissatisfied","Very satisfied","Slightly satisfied","Slightly satisfied","Agree",88,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","PhD student","Non-STEM","This year","1-5 years","3-4 articles","Often","Rarely","Sometimes","Sometimes","Disagree","Agree","Agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Often","Sometimes","Rarely","Always","Always","Often","Often","Always","Always","Often","Often","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Sometimes","Sometimes","Often","Often","Often","Often","Often","Slightly disagree","Disagree","Slightly disagree","Slightly disagree","Slightly agree","Slightly disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly disagree","Slightly disagree","Neither agree nor disagree","Slightly disagree","Slightly satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Satisfied","Satisfied","Agree",89,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","6-10 years","","Often","Sometimes","Sometimes","Often","Disagree","Disagree","Agree","Neither agree nor disagree","Agree","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Sometimes","Often","Rarely","Rarely","Always","Always","Sometimes","Always","Always","Often","Often","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Always","Always","Often","Always","Sometimes","Always","Sometimes","Sometimes","Strongly disagree","Disagree","Slightly disagree","Agree","Slightly agree","Slightly disagree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Very satisfied","Very satisfied","Very dissatisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Agree",90,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Never","Rarely","Rarely","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Often","Often","Often","Never","Rarely","Sometimes","Sometimes","Rarely","Often","Often","Often","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Sometimes","Always","Sometimes","Always","Always","Always","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Slightly disagree","Agree","Neither agree nor disagree","Agree","Slightly agree","Neither agree nor disagree","Disagree","Very satisfied","Very satisfied","Dissatisfied","Dissatisfied","Slightly satisfied","Slightly satisfied","Agree",91,"Passed"
